LatinName,PolishName,Description,Edibility,Toxicity,Habitat
Suillus granulatus,Maślak ziarnisty,"Grzyb o brązowym, śluzowatym kapeluszu z ziarnistą powierzchnią. Rośnie pod sosnami. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Iglasty
"
Suillus grevillei,Maślak żółty,"Grzyb o żółtym, śluzowatym kapeluszu. Rośnie pod modrzewiami. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Iglasty
"
Suillus hirtellus,Maślak owłosiony,"Grzyb o brązowym, śluzowatym kapeluszu pokrytym drobnymi włoskami. Rośnie pod sosnami. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Iglasty
"
Suillus luteus,Maślak zwyczajny,"Grzyb o brązowym, śluzowatym kapeluszu z pierścieniem na trzonie. Rośnie pod sosnami. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Iglasty
"
Suillus placidus,Maślak łagodny,"Grzyb o jasnobrązowym, śluzowatym kapeluszu. Rośnie pod sosnami. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Iglasty
"
Suillus punctatipes,Maślak kropkowany,"Grzyb o brązowym, śluzowatym kapeluszu i trzonie pokrytym ciemnymi kropkami. Rośnie pod sosnami. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Iglasty
"
Suillus punctipes,Maślak punktowany,"Grzyb o brązowym, śluzowatym kapeluszu i trzonie pokrytym ciemnymi kropkami. Rośnie pod sosnami. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Iglasty
"
Suillus pungens,Maślak ostry,"Grzyb o brązowym, śluzowatym kapeluszu o ostrym smaku. Rośnie pod sosnami. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Iglasty
"
Suillus salmonicolor,Maślak łososiowy,"Grzyb o łososioworóżowym, śluzowatym kapeluszu. Rośnie pod sosnami. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Iglasty
"
Suillus spraguei,Maślak Sprague'a,"Grzyb o brązowym, śluzowatym kapeluszu. Rośnie pod sosnami. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Iglasty
"
Suillus subaureus,Maślak złotawy,"Grzyb o złotawym, śluzowatym kapeluszu. Rośnie pod sosnami. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Iglasty
"
Suillus tomentosus,Maślak kutnerowaty,"Grzyb o brązowym, śluzowatym kapeluszu pokrytym drobnymi włoskami. Rośnie pod sosnami. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Iglasty
"
Suillus umbonatus,Maślak garbaty,"Grzyb o brązowym, śluzowatym kapeluszu z wyraźnym garbem. Rośnie pod sosnami. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Iglasty
"
Suillus weaverae,Maślak Weavera,"Grzyb o brązowym, śluzowatym kapeluszu. Rośnie pod sosnami. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Iglasty
"
Sutorius eximius,Borowik wspaniały,Grzyb o brązowym kapeluszu i żółtych porach. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Tapinella atrotomentosa,Krowiak aksamitny,Grzyb o brązowym kapeluszu pokrytym aksamitnym nalotem. Rośnie na martwym drewnie drzew iglastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Iglasty
"
Tectella patellaris,Łycznik miseczkowaty,"Grzyb o małym, miseczkowatym, białawym kapeluszu. Rośnie na martwych gałązkach drzew liściastych. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Liściasty
"
Termitomyces umkowaan,Termitówka południowoafrykańska,"Grzyb o dużym, białawym kapeluszu. Rośnie na kopcach termitów w Afryce. Owocniki pojawiają się w porze deszczowej",Jadalny,Nie trujący,"Liściasty
"
Tetrapyrgos,Czworościan,Rodzaj małych grzybów o piramidkowym kapeluszu. Rosną na martwym drewnie. Owocniki pojawiają się przez cały rok,Niejadalny,Nie trujący,"Mieszany
"
Tetrapyrgos nigripes,Czworościan czarnonogi,"Grzyb o małym, białawym, piramidkowym kapeluszu i czarnym trzonie. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Liściasty
"
Thelephora terrestris,Chropiatka pospolita,"Grzyb o rozpostartym, brązowym owocniku. Rośnie na ziemi w lasach. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Mieszany
"
Trametes,Wrośniak,Rodzaj grzybów o konsolowatych owocnikach. Rosną na martwym drewnie. Owocniki pojawiają się przez cały rok,Niejadalny,Nie trujący,"Mieszany
"
Trametes betulina,Wrośniak brzozowy,"Grzyb o konsolowatym, białawym owocniku. Rośnie na martwym drewnie brzóz. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Liściasty
"
Trametes cinnabarina,Wrośniak czerwonawy,"Grzyb o konsolowatym, czerwonawym owocniku. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Liściasty
"
Trametes conchifer,Wrośniak muszlowaty,"Grzyb o konsolowatym, muszlowatym owocniku. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Liściasty
"
Trametes gibbosa,Wrośniak garbaty,"Grzyb o konsolowatym, białawym owocniku z garbem. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Liściasty
"
Trametes hirsuta,Wrośniak szorstki,"Grzyb o konsolowatym, owłosionym owocniku. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Liściasty
"
Trametes lactinea,Wrośniak mleczny,"Grzyb o konsolowatym, białawym owocniku. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Liściasty
"
Trametes ochracea,Wrośniak ochrowy,"Grzyb o konsolowatym, ochrowym owocniku. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Liściasty
"
Trametes pubescens,Wrośniak omszonny,"Grzyb o konsolowatym, owłosionym owocniku. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Liściasty
"
Trametes villosa,Wrośniak kosmaty,"Grzyb o konsolowatym, owłosionym owocniku. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Liściasty
"
Trametopsis cervina,Wrośniaczek sarni,"Grzyb o konsolowatym, brązowawym owocniku. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Liściasty
"
Tremellodendropsis tuberosa,Trzęsakowiec bulwiasty,"Grzyb o rozgałęzionym, galaretowatym owocniku wyrastającym z bulwiastej podstawy. Rośnie na ziemi w lasach liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Trichaptum abietinum,Niszczyk iglastodrzewny,"Grzyb o konsolowatym, fioletowawym owocniku. Rośnie na martwym drewnie drzew iglastych. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Iglasty
"
Trichaptum biforme,Niszczyk liściastodrzewny,"Grzyb o konsolowatym, fioletowawym owocniku. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Liściasty
"
Tricholoma,Gąska,Rodzaj grzybów o mięsistych kapeluszach. Rosną na ziemi w lasach. Owocniki pojawiają się latem i jesienią,"Niektóre jadalne, inne trujące",Niektóre trujące,"Mieszany
"
Tricholoma aestuans,Gąska gorąca,Grzyb o brązowym kapeluszu o ostrym smaku. Rośnie w lasach iglastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Trujący,"Iglasty
"
Tricholoma aurantium,Gąska pomarańczowa,Grzyb o pomarańczowym kapeluszu. Rośnie w lasach iglastych. Owocniki pojawiają się jesienią,Jadalny,Nie trujący,"Iglasty
"
Tricholoma caligatum,Gąska czarniawa,Grzyb o ciemnobrązowym kapeluszu. Rośnie w lasach iglastych. Owocniki pojawiają się jesienią,Niejadalny,Trujący,"Iglasty
"
Tricholoma dryophilum,Gąska dębowa,Grzyb o brązowym kapeluszu. Rośnie w lasach dębowych. Owocniki pojawiają się jesienią,Jadalny,Nie trujący,"Liściasty
"
Tricholoma equestre,Gąska zielonka,Grzyb o żółtozielonym kapeluszu. Rośnie w lasach iglastych. Owocniki pojawiają się jesienią,Niejadalny,Trujący,"Iglasty
"
Tricholoma focale,Gąska ognista,Grzyb o pomarańczowoczerwonym kapeluszu. Rośnie w lasach iglastych. Owocniki pojawiają się jesienią,Niejadalny,Trujący,"Iglasty
"
Tricholoma fracticum,Gąska popękana,"Grzyb o brązowym, popękanym kapeluszu. Rośnie w lasach iglastych. Owocniki pojawiają się jesienią",Niejadalny,Nie trujący,"Iglasty
"
Tricholoma fulvum,Gąska żółtobrązowa,Grzyb o żółtobrązowym kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się jesienią,Jadalny,Nie trujący,"Liściasty
"
Tricholoma griseoviolaceum,Gąska szarofioletowa,Grzyb o szarofioletowym kapeluszu. Rośnie w lasach iglastych. Owocniki pojawiają się jesienią,Niejadalny,Nie trujący,"Iglasty
"
Tricholoma imbricatum,Gąska dachówkowata,Grzyb o brązowym kapeluszu pokrytym łuskami. Rośnie w lasach iglastych. Owocniki pojawiają się jesienią,Jadalny,Nie trujący,"Iglasty
"
Tricholoma inamoenum,Gąska nieprzyjemna,Grzyb o szarobrązowym kapeluszu o nieprzyjemnym zapachu. Rośnie w lasach iglastych. Owocniki pojawiają się jesienią,Niejadalny,Nie trujący,"Iglasty
"
Tricholoma magnivelare,Gąska wielkoosłonowa,Grzyb o białawym kapeluszu z dużą osłoną. Rośnie w lasach iglastych. Owocniki pojawiają się jesienią,Jadalny,Nie trujący,"Iglasty
"
Tricholoma murrillianum,Gąska Murrilla,Grzyb o brązowym kapeluszu. Rośnie w lasach iglastych. Owocniki pojawiają się jesienią,Niejadalny,Nie trujący,"Iglasty
"
Tricholoma odorum,Gąska wonna,Grzyb o szarobrązowym kapeluszu o przyjemnym zapachu. Rośnie w lasach liściastych. Owocniki pojawiają się jesienią,Jadalny,Nie trujący,"Liściasty
"
Tricholoma pardinum,Gąska tygrysowata,Grzyb o brązowym kapeluszu pokrytym ciemnymi łuskami. Rośnie w lasach iglastych. Owocniki pojawiają się jesienią,Niejadalny,Trujący,"Iglasty
"
Tricholoma portentosum,Gąska niekształtna,Grzyb o szarym kapeluszu z fioletowym odcieniem. Rośnie w lasach iglastych. Owocniki pojawiają się jesienią,Jadalny,Nie trujący,"Iglasty
"
Tricholoma saponaceum,Gąska mydlana,Grzyb o szarobrązowym kapeluszu o zapachu mydła. Rośnie w lasach liściastych i iglastych. Owocniki pojawiają się jesienią,Niejadalny,Nie trujący,"Mieszany
"
Tricholoma scalpturatum,Gąska żółknąca,"Grzyb o szarobrązowym kapeluszu, który żółknie po uszkodzeniu. Rośnie w lasach liściastych. Owocniki pojawiają się jesienią",Jadalny,Nie trujący,"Liściasty
"
Tricholoma sejunctum,Gąska zielonożółta,Grzyb o żółtozielonym kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się jesienią,Niejadalny,Nie trujący,"Liściasty
"
Tricholoma serratifolium,Gąska piłkoblaszkowa,Grzyb o brązowym kapeluszu z ząbkowanymi blaszkami. Rośnie w lasach liściastych. Owocniki pojawiają się jesienią,Niejadalny,Nie trujący,"Liściasty
"
Tricholoma subresplendens,Gąska lśniąca,"Grzyb o białawym, lśniącym kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się jesienią",Jadalny,Nie trujący,"Liściasty
"
Tricholoma subsejunctum,Gąska żółtozielonawa,Grzyb o żółtozielonawym kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się jesienią,Niejadalny,Nie trujący,"Liściasty
"
Tricholoma sulphureum,Gąska siarkowa,Grzyb o żółtym kapeluszu o zapachu siarki. Rośnie w lasach liściastych. Owocniki pojawiają się jesienią,Niejadalny,Trujący,"Liściasty
"
Tricholoma terreum,Gąska ziemistoblaszkowa,Grzyb o szarym kapeluszu. Rośnie w lasach iglastych. Owocniki pojawiają się jesienią,Jadalny,Nie trujący,"Iglasty
"
Tricholoma ustaloides,Gąska czerwonobrązowa,Grzyb o czerwonobrązowym kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się jesienią,Niejadalny,Nie trujący,"Liściasty
"
Tricholoma vaccinum,Gąska krowia,Grzyb o czerwonobrązowym kapeluszu. Rośnie w lasach iglastych. Owocniki pojawiają się jesienią,Niejadalny,Nie trujący,"Iglasty
"
Tricholoma virgatum,Gąska paskowana,Grzyb o szarym kapeluszu z ciemniejszymi prążkami. Rośnie w lasach iglastych. Owocniki pojawiają się jesienią,Niejadalny,Trujący,"Iglasty
"
Tricholomopsis aurea,Rycerzyk złoty,Grzyb o złotożółtym kapeluszu. Rośnie na martwym drewnie drzew iglastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Iglasty
"
Tricholomopsis decora,Rycerzyk ozdobny,Grzyb o żółtym kapeluszu pokrytym brązowymi łuskami. Rośnie na martwym drewnie drzew iglastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Iglasty
"
Tricholomopsis rutilans,Rycerzyk czerwonozłoty,Grzyb o czerwonawym kapeluszu pokrytym żółtymi łuskami. Rośnie na martwym drewnie drzew iglastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Iglasty
"
Tricholomopsis sulphureoides,Rycerzyk siarkowy,Grzyb o żółtym kapeluszu. Rośnie na martwym drewnie drzew iglastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Iglasty
"
Trogia cantharelloides,Fałdówka kurkowata,"Grzyb o małym, żółtawym, lejkowatym kapeluszu. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Truncocolumella citrina,Trzonecznica cytrynowa,"Grzyb o żółtym, kulistym owocniku na krótkim trzonie. Rośnie na ziemi w lasach iglastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Iglasty
"
Tubaria,Trąbka,Rodzaj małych grzybów o lejkowatych kapeluszach. Rosną na ziemi i resztkach roślinnych. Owocniki pojawiają się od wiosny do jesieni,Niejadalny,Nie trujący,"Mieszany
"
Tubaria furfuracea,Trąbka otrębiasta,"Grzyb o małym, brązowym, lejkowatym kapeluszu pokrytym drobnymi łuskami. Rośnie na resztkach roślinnych. Owocniki pojawiają się od wiosny do jesieni",Niejadalny,Nie trujący,"Mieszany
"
Tubaria punicea,Trąbka purpurowa,"Grzyb o małym, purpurowym, lejkowatym kapeluszu. Rośnie na resztkach roślinnych. Owocniki pojawiają się od wiosny do jesieni",Niejadalny,Nie trujący,"Mieszany
"
Turbinellus floccosus,Kolczakówka strefowana,"Grzyb o lejkowatym, brązowym kapeluszu pokrytym łuskami. Rośnie na ziemi w lasach iglastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Iglasty
"
Turbinellus kauffmanii,Kolczakówka Kauffmana,"Grzyb o lejkowatym, brązowym kapeluszu. Rośnie na ziemi w lasach iglastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Iglasty
"
Tylopilus,Goryczak,Rodzaj grzybów o grubych trzonach i porach na spodzie kapelusza. Rosną na ziemi w lasach. Owocniki pojawiają się latem i jesienią,"Niektóre jadalne, inne niejadalne",Nie trujący,"Mieszany
"
Tylopilus alboater,Goryczak białoczarny,Grzyb o białym kapeluszu i czarnych porach. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Liściasty
"
Tylopilus badiceps,Goryczak brązowogłowy,Grzyb o brązowym kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Liściasty
"
Tylopilus balloui,Goryczak Ballou,Grzyb o brązowym kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Liściasty
"
Tylopilus felleus,Goryczak żółciowy,Grzyb o brązowym kapeluszu i różowawych porach. Rośnie w lasach liściastych i iglastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Mieszany
"
Tylopilus plumbeoviolaceus,Goryczak ołowianofioletowy,Grzyb o fioletowawym kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Liściasty
"
Tylopilus rubrobrunneus,Goryczak czerwonobrązowy,Grzyb o czerwonobrązowym kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Liściasty
"
Tylopilus variobrunneus,Goryczak różnobrązowy,Grzyb o brązowym kapeluszu o zmiennym odcieniu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Liściasty
"
Tylopilus violatinctus,Goryczak fioletowiejący,"Grzyb o brązowym kapeluszu, który fioletowieje po uszkodzeniu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Tyromyces chioneus,Białak śnieżysty,"Grzyb o białym, konsolowatym owocniku. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Liściasty
"
Urnula craterium,Czareczka pucharowata,"Grzyb o czarnym, pucharowatym owocniku. Rośnie na martwych gałązkach drzew liściastych. Owocniki pojawiają się wiosną",Niejadalny,Nie trujący,"Liściasty
"
Vascellum lloydianum,Purchawka Lloyda,"Grzyb o kulistym, białawym owocniku. Rośnie na ziemi na łąkach i pastwiskach. Owocniki pojawiają się latem i jesienią",Jadalny (gdy młody),Nie trujący,"Liściasty
"
Vascellum pratense,Purchawka łąkowa,"Grzyb o kulistym, białawym owocniku. Rośnie na ziemi na łąkach i pastwiskach. Owocniki pojawiają się latem i jesienią",Jadalny (gdy młody),Nie trujący,"Liściasty
"
Verpa bohemica,Naparstniczka czeska,"Grzyb o dzwonkowatym, brązowym kapeluszu. Rośnie na ziemi w lasach liściastych. Owocniki pojawiają się wiosną",Jadalny (po obróbce),Trujący (na surowo),"Liściasty
"
Verpa conica,Naparstniczka stożkowata,"Grzyb o stożkowatym, brązowym kapeluszu. Rośnie na ziemi w lasach liściastych. Owocniki pojawiają się wiosną",Jadalny (po obróbce),Trujący (na surowo),"Liściasty
"
Volvariella,Pochwiak,Rodzaj grzybów o kapeluszach z pochwą u podstawy trzonu. Rosną na ziemi i martwym drewnie. Owocniki pojawiają się od wiosny do jesieni,"Niektóre jadalne, inne trujące",Niektóre trujące,"Mieszany
"
Volvopluteus gloiocephalus,Pochwiak okazały,"Grzyb o dużym, białawym kapeluszu z pochwą u podstawy trzonu. Rośnie na ziemi w lasach i ogrodach. Owocniki pojawiają się od wiosny do jesieni",Jadalny,Nie trujący,"Mieszany
"
Xanthoconium purpureum,Borowik purpurowy,Grzyb o purpurowym kapeluszu i żółtych porach. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Xerocomellus,Podgrzybek,Rodzaj grzybów o grubych trzonach i porach na spodzie kapelusza. Rosną na ziemi w lasach. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Mieszany
"
